Unnamed: 0,Character,Dialogue,EpisodeNo,SEID,Season
10612,GEORGE,"Hey, doing?",22,S03E22,3
10614,GEORGE,"can't that, can't sneak back like that.",22,S03E22,3
10616,GEORGE,"Well think parking, put head first?",22,S03E22,3
10618,GEORGE,middle conversation.,22,S03E22,3
10620,GEORGE,point first.,22,S03E22,3
10622,GEORGE,I'm backing in! can't put head first!,22,S03E22,3
10624,GEORGE,gonna move car?,22,S03E22,3
10626,GEORGE,Jerk!,22,S03E22,3
10628,GEORGE,believe guy?,22,S03E22,3
10629,ELAINE,"Come on, we'll put garage.",22,S03E22,3
10630,GEORGE,"putting garage, space.",22,S03E22,3
10631,ELAINE,"gonna do, gonna leave like this? Uh. I'm going upstairs.",22,S03E22,3
10632,GEORGE,coming back down?,22,S03E22,3
10633,ELAINE,"Yeah, gotta tell Jerry we're here. gotta go bathroom.",22,S03E22,3
10634,GEORGE,"Alright, make sure reserves good chair me. Wait, gonna tell clanking noise car?",22,S03E22,3
10635,ELAINE,"Me? no, you. gonna tell him. I'm gonna tell- Noo.",22,S03E22,3
10636,GEORGE,"Oh, come on, good this.",22,S03E22,3
10637,ELAINE,gonna say?,22,S03E22,3
10638,GEORGE,"know, know, think something.",22,S03E22,3
10639,ELAINE,"Oh god, need drink, got Hennigan's here?",22,S03E22,3
10640,JERRY,"Yeah, counter. happened?",22,S03E22,3
10641,ELAINE,"Oh god. Oh, Jerry terrible went way home. (pouring big shot scotch) believe it. (pushing bag chips counter)",22,S03E22,3
10642,JERRY,(bending pick chips) Tell happened.,22,S03E22,3
10643,ELAINE,"(after pouring shot sink Jerry distracted pretending downed it) Okay. listen. toll booth Henry Hudson Parkway, okay?! these, like, pack extremely wild teenagers convertible behind us, okay?! reason, know, started taunt us! payed toll, went through, started follow us, alright?! George tries lose them, and, and, really like souped car, know?! turned road really suddenly car two wheels screaming! then, George great driver.",22,S03E22,3
10644,JERRY,is?,22,S03E22,3
10645,ELAINE,"Oh, fantastic! fired gun right air.",22,S03E22,3
10646,JERRY,gun?!,22,S03E22,3
10647,ELAINE,"think gun. followed us way city, stopped turned around went home.",22,S03E22,3
10648,JERRY,"god, okay?",22,S03E22,3
10649,ELAINE,"Yeah, yeah, I'm alright. Oh, way, car hit pothole making clanking noise.",22,S03E22,3
10650,JERRY,"Well, mean, long okay, that, that's important thing.",22,S03E22,3
10651,ELAINE,Exactly.,22,S03E22,3
10652,JERRY,Where's George now?,22,S03E22,3
10653,ELAINE,"Oh, he's front building. He's arguing guy parking space.",22,S03E22,3
10654,JERRY,talking about?,22,S03E22,3
10655,ELAINE,"Look window, see.",22,S03E22,3
10656,JERRY,(leaning window) Hey Georgie!,22,S03E22,3
10657,GEORGE,Hey!,22,S03E22,3
10658,JERRY,okay?,22,S03E22,3
10659,GEORGE,"Yeah, I'm fine.",22,S03E22,3
10660,JERRY,"Crazy kids, huh?",22,S03E22,3
10661,GEORGE,What?,22,S03E22,3
10662,ELAINE,(desperate distract Jerry) Ow!! (Jerry looks over) cuticle.,22,S03E22,3
10664,JERRY,"Oh, hey Mike.",22,S03E22,3
10665,GEORGE,"What, know Jerry?",22,S03E22,3
10667,GEORGE,know him?,22,S03E22,3
10669,GEORGE,"know too, probably lot better you.",22,S03E22,3
10671,JERRY,I'm coming down.,22,S03E22,3
10673,GEORGE,"What, know Kramer?!",22,S03E22,3
10674,ELAINE,Hi.,22,S03E22,3
10675,KRAMER,(acting standoffish) Hello.,22,S03E22,3
10676,JERRY,"Hey, friend Mike's outside, wants talk you.",22,S03E22,3
10677,KRAMER,"(out window) Hey, Mike! Come up, fight's almost starting!",22,S03E22,3
10678,GEORGE,watching fight Jerry's?,22,S03E22,3
10680,GEORGE,Oh great.,22,S03E22,3
10681,ELAINE,know guy downstairs?,22,S03E22,3
10682,JERRY,"Yeah, he's real phony.",22,S03E22,3
10683,KRAMER,What's going on?!,22,S03E22,3
10685,GEORGE,space!,22,S03E22,3
10686,KRAMER,I'll minute.,22,S03E22,3
10687,ELAINE,going down?,22,S03E22,3
10688,KRAMER,Yeah.,22,S03E22,3
10689,ELAINE,anything wrong?,22,S03E22,3
10690,KRAMER,(leaving) anything wrong?,22,S03E22,3
10691,ELAINE,(heading bathroom) minute.,22,S03E22,3
10693,GEORGE,I'll die here.,22,S03E22,3
10697,JERRY,Hi Mike. (Noticing George's fedora) Indiana.,22,S03E22,3
10699,KRAMER,"Yeah, yeah, know him.",22,S03E22,3
10701,JERRY,"Yeah, twenty-five percent bran flakes. forty percent much found store mix special me, take another fifteen percent.",22,S03E22,3
10703,GEORGE,"Oh, come on.",22,S03E22,3
10705,GEORGE,"Me? see here, see tried sneak space?",22,S03E22,3
10707,GEORGE,went front first 'cause saw backing room parallel park!,22,S03E22,3
10709,GEORGE,got prayer.,22,S03E22,3
10710,KRAMER,go front first time.,22,S03E22,3
10711,JERRY,"Front first, that's park pulling bank job.",22,S03E22,3
10712,GEORGE,talk him?,22,S03E22,3
10713,ELAINE,"Yeah, taken care of.",22,S03E22,3
10714,GEORGE,told him? tell him?,22,S03E22,3
10715,ELAINE,"number him, thing beauty, really appreciate it.",22,S03E22,3
10716,GEORGE,"believe it, say?",22,S03E22,3
10717,ELAINE,told pack teenagers convertible terrorizing us followed us city.,22,S03E22,3
10718,GEORGE,pack teenagers?,22,S03E22,3
10719,ELAINE,"Yeah, time got end story, relieved alive care less car.",22,S03E22,3
10720,GEORGE,"genius, simple that.",22,S03E22,3
10721,ELAINE,"say, know? gift. wish could teach but, know inborn.",22,S03E22,3
10722,KRAMER,"way, thanks lot inviting flea market.",22,S03E22,3
10723,ELAINE,What?,22,S03E22,3
10724,KRAMER,"Yeah, Jerry, told it.",22,S03E22,3
10725,GEORGE,Oh great.,22,S03E22,3
10726,JERRY,know.,22,S03E22,3
10727,ELAINE,"Oh, that's acting funny.",22,S03E22,3
10728,GEORGE,Well know wanted go flea market.,22,S03E22,3
10730,GEORGE,"Hey, who's talking you?",22,S03E22,3
10731,ELAINE,think you.,22,S03E22,3
10732,KRAMER,"said it, sister.",22,S03E22,3
10733,GEORGE,What? Every time leave house call everybody know ask want I'm doing?,22,S03E22,3
10734,GEORGE,"Great move, telling him, way, real smart move.",22,S03E22,3
10735,JERRY,know supposed say anything!,22,S03E22,3
10736,GEORGE,"Judgement, Jerry, judgement! exercised judgement.",22,S03E22,3
10737,JERRY,right. fault.,22,S03E22,3
10738,ELAINE,"Kramer? I'm sorry, really.",22,S03E22,3
10739,GEORGE,"Yeah, I'm sorry.",22,S03E22,3
10740,KRAMER,"I'm sorry, care sorry.",22,S03E22,3
10741,GEORGE,"wrong sorry? good sorry. Jerry, good sorry?",22,S03E22,3
10742,JERRY,so-so sorry.,22,S03E22,3
10744,GEORGE,heard man. guess gotta moving car.,22,S03E22,3
10747,ELAINE,"see, move cars truck could get through, right? guys trust got two nonpartisan drivers move them.",22,S03E22,3
10748,JERRY,"Wild pack teenagers, huh?",22,S03E22,3
10749,GEORGE,Yeah.,22,S03E22,3
10750,JERRY,"Amazing picked you, everyone, terrorize.",22,S03E22,3
10751,ELAINE,"Yeah. know, said myself, 'Why us?' remember?",22,S03E22,3
10752,GEORGE,Uh huh.,22,S03E22,3
10753,JERRY,"Sounds like pretty nifty maneuvering,",22,S03E22,3
10754,GEORGE,"Well, know, interesting, know, pressure, capable of.",22,S03E22,3
10755,ELAINE,Right.,22,S03E22,3
10756,GEORGE,learned lot myself.,22,S03E22,3
10757,JERRY,car?!,22,S03E22,3
10758,GEORGE,"help it! Elaine moved mirror, got discombobulated.",22,S03E22,3
10759,ELAINE,"Oh, like ever bobulated.",22,S03E22,3
10760,JERRY,thought said good driver!,22,S03E22,3
10761,GEORGE,"no, never said good driver, said good parker.",22,S03E22,3
10762,JERRY,think said driver.,22,S03E22,3
10763,GEORGE,"Parker, never said driver, said parker, great parker.",22,S03E22,3
10765,GEORGE,"no, that's right position.",22,S03E22,3
10767,GEORGE,"weren't. Stop there, that's fine.",22,S03E22,3
10769,GEORGE,you?,22,S03E22,3
10771,JERRY,Hey Sid.,22,S03E22,3
10774,GEORGE,"Sid, completely fault.",22,S03E22,3
10777,JERRY,"Okay, George. Come on, let's go. I'm putting garage. fight's starting two minutes.",22,S03E22,3
10778,GEORGE,it!,22,S03E22,3
10779,JERRY,"gonna do, stay night?",22,S03E22,3
10780,GEORGE,"Yes! I'm giving satisfaction, space.",22,S03E22,3
10781,ELAINE,flip coin already?,22,S03E22,3
10782,GEORGE,"no, matter principle. would saying anybody could pull parking space way want. Well I'm making stand here. I'm saying *no* head first parking. I'm putting that. put much crap city, we're putting head first parking.",22,S03E22,3
10783,ELAINE,"know, maybe sitting pontificating great parker were, might got space.",22,S03E22,3
10784,GEORGE,now?,22,S03E22,3
10793,JERRY,Hey Matthew.,22,S03E22,3
10795,JERRY,ya doing?,22,S03E22,3
10797,JERRY,"Hey, how's father? hear he's closing store.",22,S03E22,3
10799,JERRY,"Oh no, nothing.",22,S03E22,3
10801,JERRY,"No, no, no, no.",22,S03E22,3
10803,JERRY,"No, course not, course not!",22,S03E22,3
10806,JERRY,didn't--,22,S03E22,3
10808,KRAMER,"Oh, congratulations.",22,S03E22,3
10810,KRAMER,"Well, pregnant.",22,S03E22,3
10812,KRAMER,pregnant?,22,S03E22,3
10814,KRAMER,sure pregnant?,22,S03E22,3
10816,KRAMER,That's weird.,22,S03E22,3
10820,KRAMER,thought pregnant.,22,S03E22,3
10821,JERRY,"(to Elaine) Hey, think I'm phony?",22,S03E22,3
10822,ELAINE,What?,22,S03E22,3
10823,JERRY,Mike thinks I'm phony.,22,S03E22,3
10824,ELAINE,thinks phony?,22,S03E22,3
10825,JERRY,"Yeah, can't say anything Kramer supposed tell me.",22,S03E22,3
10826,ELAINE,"Oh, say something.",22,S03E22,3
10827,JERRY,"can't, told Kramer vaulting it.",22,S03E22,3
10828,ELAINE,gotta open vault.,22,S03E22,3
10829,JERRY,Open vault?,22,S03E22,3
10830,ELAINE,Open vault.,22,S03E22,3
10831,JERRY,"open vault, ceases vault.",22,S03E22,3
10832,ELAINE,choice.,22,S03E22,3
10833,JERRY,Oy ga-vault.,22,S03E22,3
10835,KRAMER,park head first?,22,S03E22,3
10836,NEWMAN,Never.,22,S03E22,3
10838,NEWMAN,Who's talking you?,22,S03E22,3
10839,GEORGE,He's right. never.,22,S03E22,3
10841,NEWMAN,"Well, suppose got ten car lengths.",22,S03E22,3
10842,GEORGE,ever ten car lengths?,22,S03E22,3
10843,KRAMER,Sundays holidays?,22,S03E22,3
10844,GEORGE,Oh please.,22,S03E22,3
10846,GEORGE,"Oh, guy tried sneak space.",22,S03E22,3
10848,GEORGE,"Well, thank support.",22,S03E22,3
10850,GEORGE,Really? like it? got flea market today.,22,S03E22,3
10851,NEWMAN,"Hey George, nice hat.",22,S03E22,3
10852,GEORGE,"Yeah, thanks.",22,S03E22,3
10853,NEWMAN,try on?,22,S03E22,3
10854,GEORGE,"No! It, uh, fit you.",22,S03E22,3
10855,NEWMAN,Well sure would.,22,S03E22,3
10856,GEORGE,"No! Get here, Newman.",22,S03E22,3
10857,NEWMAN,"Come on, let try on.",22,S03E22,3
10858,GEORGE,"No, Newman, stop it.",22,S03E22,3
10860,GEORGE,want to!,22,S03E22,3
10862,GEORGE,"wanna see?! (pulling hat reveal bald pate) There! is! (turning Newman) Alright, here! wanna try hat?! Here! Try hat!",22,S03E22,3
10863,NEWMAN,"Stop it, George, stop it. defending parking.",22,S03E22,3
10864,GEORGE,"Alright, keep hat!",22,S03E22,3
10865,JERRY,"Alright, that's it. fight's already started. I'm going upstairs, who's coming? Elaine?",22,S03E22,3
10866,ELAINE,depends who's going. (to George) going?,22,S03E22,3
10867,KRAMER,I'm going he's going.,22,S03E22,3
10868,NEWMAN,either.,22,S03E22,3
10869,GEORGE,I'm going he's going.,22,S03E22,3
10871,JERRY,Well he's going I'm going.,22,S03E22,3
10872,NEWMAN,house.,22,S03E22,3
10873,JERRY,still go.,22,S03E22,3
10874,ELAINE,Well want go Jerry's going.,22,S03E22,3
10876,JERRY,Why? I'll tell why.,22,S03E22,3
10877,KRAMER,"No. Don't, Jerry.",22,S03E22,3
10878,JERRY,Like call phony?,22,S03E22,3
10880,JERRY,Use sentence.,22,S03E22,3
10882,KRAMER,begged me.,22,S03E22,3
10884,JERRY,"Alright, come on. wants watch fight?",22,S03E22,3
10886,GEORGE,"Officer, could explain something you?",22,S03E22,3
10888,GEORGE,"Officer, can't pull head first.",22,S03E22,3
10896,GEORGE,"Well, gonna go bathroom!",22,S03E22,3
10898,GEORGE,job!,22,S03E22,3
10905,JERRY,"Kramer, here!?",23,S03E23,3
10906,KRAMER,"Jerry, calm down, okay. I'm sorry. want wake up! Y'know, watching ""Thirty Seconds Tokyo,"" - y'know, wanted get popcorn, I, uh...I used spare keys gave come apartment get popper.",23,S03E23,3
10907,JERRY,scared me!,23,S03E23,3
10908,KRAMER,me.,23,S03E23,3
10909,JERRY,That's enough!,23,S03E23,3
10910,KRAMER,"Forgot popper... (goes kitchen, grabs popper, drops lid, juggles around, exits.)",23,S03E23,3
10912,JERRY,Kramer! doing?!,23,S03E23,3
10913,KRAMER,look like I'm doing? What?,23,S03E23,3
10914,JERRY,"Get out! Get bathroom, gotta go!",23,S03E23,3
10915,KRAMER,"Alright, alright...",23,S03E23,3
10916,JERRY,C'mon!,23,S03E23,3
10917,KRAMER,Sorry.,23,S03E23,3
10918,JERRY,Move it! Move it! Get going!,23,S03E23,3
10919,KRAMER,"drain's clogged up! (Comes bathroom towel, covered soap suds.)",23,S03E23,3
10922,JERRY,"Hey, ever pretend there's like, murderers chasing you, try see fast get keys get apartment?",23,S03E23,3
10924,JERRY,Oh. see. is! (Pretends murderers coming.),23,S03E23,3
10926,JERRY,murderers! (Jerry unlocks door run inside.),23,S03E23,3
10928,JERRY,see look guy's face?,23,S03E23,3
10930,JERRY,Kramer! hell here?!,23,S03E23,3
10931,KRAMER,"Hey, Jerry! ya? thought going movies.",23,S03E23,3
10932,JERRY,"right, that's it. Hand 'em over.",23,S03E23,3
10933,KRAMER,What?,23,S03E23,3
10934,JERRY,"What, know what, keys. want keys. lost key privileges.",23,S03E23,3
10935,KRAMER,"Oh, come on!",23,S03E23,3
10936,JERRY,"No, come on!",23,S03E23,3
10937,KRAMER,"What, what, thought went movies!",23,S03E23,3
10938,JERRY,sold out!,23,S03E23,3
10939,KRAMER,supposed know going sold out?,23,S03E23,3
10940,JERRY,That's point.,23,S03E23,3
10941,KRAMER,point?,23,S03E23,3
10942,JERRY,"Just, look, give keys.",23,S03E23,3
10943,KRAMER,give another chance!,23,S03E23,3
10944,JERRY,ask me!,23,S03E23,3
10945,KRAMER,I'm asking you!,23,S03E23,3
10946,JERRY,I'm telling you.,23,S03E23,3
10947,KRAMER,joking.,23,S03E23,3
10948,JERRY,I'm serious!,23,S03E23,3
10949,KRAMER,going happen again!,23,S03E23,3
10950,JERRY,"Yes will, give keys!",23,S03E23,3
10952,JERRY,put 'em safe place.,23,S03E23,3
10953,ELAINE,will.,23,S03E23,3
10954,JERRY,Where?,23,S03E23,3
10955,ELAINE,"know. I'll hide 'em. So, Kramer upset?",23,S03E23,3
10956,JERRY,"think so. mean, he's acting really weird lately...he's different.",23,S03E23,3
10957,ELAINE,"Well, maybe give keys back.",23,S03E23,3
10958,JERRY,can't.,23,S03E23,3
10960,JERRY,Who's there?,23,S03E23,3
10962,ELAINE,"Oh, I'm not, uh...",23,S03E23,3
10963,KRAMER,"No, no, no, o.k. care keys. fault. gave keys away stupidity. broke ""the covenant keys.""",23,S03E23,3
10964,ELAINE,"Jerry, give keys back.",23,S03E23,3
10965,JERRY,Elaine...,23,S03E23,3
10966,KRAMER,"want keys back! No, I'm glad way things turned out. clingin' keys, man! Like branch banks raging river. let go. I'm free...to go current. float. (To Jerry) thank you.",23,S03E23,3
10967,JERRY,Take keys.,23,S03E23,3
10968,KRAMER,"want keys! (Jerry tries force keys Kramer, Kramer refuses.)",23,S03E23,3
10969,JERRY,O.K.!,23,S03E23,3
10970,KRAMER,"Now, one thing - would like keys back.",23,S03E23,3
10971,JERRY,spare set?,23,S03E23,3
10972,KRAMER,That's right.,23,S03E23,3
10973,JERRY,want 'em back?,23,S03E23,3
10974,KRAMER,"Yeah. Yeah, think would best.",23,S03E23,3
10975,GEORGE,"Gee, Kramer, uh...I know say.",23,S03E23,3
10976,KRAMER,"Say yes! Yes, George. Yes!",23,S03E23,3
10977,GEORGE,"give keys, transaction, trading keys...? Elaine keys.",23,S03E23,3
10978,KRAMER,"Well, get 'em back.",23,S03E23,3
10979,GEORGE,suppose could.,23,S03E23,3
10980,KRAMER,"see, George, keys Jerry's apartment? kept fantasy world. Every time went house, like vacation. Better food, better view, better TV. cleaner? Oh - much cleaner. became reality. ignored squalor life I'm looking life, see, Jerry's eyes. living twilight, George. Living shadows. Living darkness...like you.",23,S03E23,3
10981,GEORGE,Me?,23,S03E23,3
10982,KRAMER,"Oh, yeah. barely see you, George.",23,S03E23,3
10983,GEORGE,"Alright, stop Kramer, freakin' out. (The waitress comes over.)",23,S03E23,3
10986,GEORGE,Yearn? yearn?,23,S03E23,3
10987,KRAMER,yearn.,23,S03E23,3
10988,GEORGE,yearn.,23,S03E23,3
10989,KRAMER,"Oh, yes. Yes, yearn. Often, I...I sit...and yearn. yearned?",23,S03E23,3
10990,GEORGE,"Well, recently. craved. crave time, constant craving...but yearned.",23,S03E23,3
10992,GEORGE,"Aw, Kramer, start...",23,S03E23,3
10994,GEORGE,"not! call wasting, call living! I'm living life!",23,S03E23,3
10995,KRAMER,"O.K., like what? No, tell me! job?",23,S03E23,3
10996,GEORGE,No.,23,S03E23,3
10997,KRAMER,got money?,23,S03E23,3
10998,GEORGE,No.,23,S03E23,3
10999,KRAMER,woman?,23,S03E23,3
11000,GEORGE,No.,23,S03E23,3
11001,KRAMER,prospects?,23,S03E23,3
11002,GEORGE,No.,23,S03E23,3
11003,KRAMER,got anything horizon?,23,S03E23,3
11004,GEORGE,Uh...no.,23,S03E23,3
11005,KRAMER,action all?,23,S03E23,3
11006,GEORGE,No.,23,S03E23,3
11007,KRAMER,conceivable reason even getting morning?,23,S03E23,3
11008,GEORGE,like get Daily News!,23,S03E23,3
11009,KRAMER,"George, time us grow - men. little boys.",23,S03E23,3
11010,GEORGE,Why?,23,S03E23,3
11011,KRAMER,"I'm goin' California. know, got bug.",23,S03E23,3
11012,GEORGE,"Yeah, think got touch something, too.",23,S03E23,3
11013,KRAMER,"No, acting bug. Ever since Woody Allen movie.",23,S03E23,3
11014,GEORGE,"""These pretzels making thirsty""? one line! got fired!",23,S03E23,3
11015,KRAMER,"know, know, man! never felt alive! Now, coming me?",23,S03E23,3
11016,GEORGE,"Uh, no, I'm not.",23,S03E23,3
11017,KRAMER,"Alright, suit yourself. let's keep us - we're key brothers now. (Gets leave.)",23,S03E23,3
11018,GEORGE,"really gonna go California, you?",23,S03E23,3
11020,GEORGE,"Anyway, gave spare keys, wants keys, need mine back you.",23,S03E23,3
11021,ELAINE,'cause keys? need yours?,23,S03E23,3
11022,GEORGE,"know. said wants ""key brother.""",23,S03E23,3
11023,ELAINE,That's ridiculous.,23,S03E23,3
11025,ELAINE,I'll give back spare keys - want mine back.,23,S03E23,3
11026,GEORGE,for?,23,S03E23,3
11027,ELAINE,'Cause. I'll give 'em Jerry.,23,S03E23,3
11028,GEORGE,Jerry? Why?,23,S03E23,3
11029,ELAINE,'Cause gave his.,23,S03E23,3
11030,GEORGE,what?,23,S03E23,3
11031,ELAINE,"So, keys, his.",23,S03E23,3
11032,GEORGE,"Well, see his, yours.",23,S03E23,3
11033,ELAINE,said thing you.,23,S03E23,3
11034,GEORGE,What?,23,S03E23,3
11035,ELAINE,What?,23,S03E23,3
11036,GEORGE,"Alright, listen, I'll give spare keys, me. please mine give back Kramer?",23,S03E23,3
11037,ELAINE,"Yeah, O.K. I'll go get 'em. (George begins leaf papers Elaine's counter.) doing? Would put down? (Takes papers away George.) gotta get new friends.",23,S03E23,3
11038,JERRY,bring keys?,23,S03E23,3
11039,GEORGE,"Yes, still feel right letting Kramer's apartment without permission.",23,S03E23,3
11040,JERRY,could emergency!,23,S03E23,3
11041,GEORGE,never taken away keys!,23,S03E23,3
11042,JERRY,"tried give 'em back, take 'em. (Jerry George go hallway Kramer's apartment.)",23,S03E23,3
11043,GEORGE,How'd Mets do?,23,S03E23,3
11044,JERRY,lost.,23,S03E23,3
11045,JERRY,Kramer?,23,S03E23,3
11047,JERRY,"Hello, Newman.",23,S03E23,3
11048,NEWMAN,lookin' someone?,23,S03E23,3
11049,JERRY,"play coy me, Newman, I'm mood!",23,S03E23,3
11050,NEWMAN,Coy? I'm coy.,23,S03E23,3
11052,GEORGE,"Yeah, coy.",23,S03E23,3
11053,JERRY,"coy. where's Kramer, Newman?",23,S03E23,3
11055,JERRY,"Listen, Tiny. wanna know Kramer wanna know now!",23,S03E23,3
11056,NEWMAN,"Alright, go ahead hit me, Seinfeld. got witnesses.",23,S03E23,3
11057,JERRY,"Turn around, George.",23,S03E23,3
11058,GEORGE,Sure. (Turns around.),23,S03E23,3
11059,NEWMAN,George?,23,S03E23,3
11060,JERRY,"Now, better tell Kramer is, gonna hard way? (Hits wall fist.)",23,S03E23,3
11061,NEWMAN,Help! Help!,23,S03E23,3
11062,JERRY,Where's Kramer?,23,S03E23,3
11063,NEWMAN,HELP! (Elaine enters.),23,S03E23,3
11064,ELAINE,What's going on?,23,S03E23,3
11065,NEWMAN,They're gonna beat up!,23,S03E23,3
11066,GEORGE,we're not.,23,S03E23,3
11067,JERRY,We're trying find happened Kramer.,23,S03E23,3
11068,NEWMAN,"wanna know happened Kramer? I'll tell happened Kramer. ticked off. keys. Yeah, that's right - keys. Thought got bad rap.",23,S03E23,3
11069,JERRY,Bad rap?,23,S03E23,3
11070,NEWMAN,Yeah. you.,23,S03E23,3
11071,JERRY,Me?,23,S03E23,3
11072,NEWMAN,heard me. packed split coast. La-La Land. L.A.,23,S03E23,3
11073,JERRY,L.A.?,23,S03E23,3
11074,JERRY,"never taken keys away. drove it! choice! take 'em back. Elaine, saw it, remember? said, 'Take keys back.' anything. saw it, see it?",23,S03E23,3
11075,ELAINE,"Yeah, yeah, saw it. (mutters breath) mean, complete bullshit.",23,S03E23,3
11076,JERRY,Huh?,23,S03E23,3
11077,ELAINE,What...?,23,S03E23,3
11078,JERRY,"No, what'd say?",23,S03E23,3
11079,ELAINE,Nothing. say anything.,23,S03E23,3
11080,JERRY,"Oh, see it.",23,S03E23,3
11081,ELAINE,"Yeah, saw it. saw it! did, saw it. Yep.",23,S03E23,3
11082,JERRY,"heard say something, there.",23,S03E23,3
11083,ELAINE,say anything.,23,S03E23,3
11084,JERRY,"I'm calling Kramer's mother. (Picks phone, dials.) (To Elaine) know said. something. heard something. Hello? Hello, Mrs. Kramer? Mrs. Kramer? Could turn music down? Could turn music down!",23,S03E23,3
11085,GEORGE,Ask Kramer.,23,S03E23,3
11086,JERRY,drunk mind.,23,S03E23,3
11091,GEORGE,"Look, gotta tell ya...I thinkin' it, feel right letting Elaine's apartment.",23,S03E23,3
11092,JERRY,feel right? talking about?,23,S03E23,3
11093,GEORGE,"Well, know, let Kramer's, want go Elaine's...she entrusted spare keys, let in?",23,S03E23,3
11094,JERRY,big deal?,23,S03E23,3
11095,GEORGE,"someone's spare keys, entitle break apartment. That's reason took away Kramer's keys.",23,S03E23,3
11096,JERRY,"First all, even supposed Elaine's keys. supposed give 'em back her, give 'em back me, mine. technically, keys.",23,S03E23,3
11097,GEORGE,"Yes, well, never taken keys back Kramer, never would taken back given 'em me, case take mine back her.",23,S03E23,3
11098,JERRY,"Well, want keys. (Tries grab keys George.)",23,S03E23,3
11099,GEORGE,"Nope, do.",23,S03E23,3
11100,JERRY,"George, give me, want keys. (They struggle keys.) want get physical!",23,S03E23,3
11101,GEORGE,wanna fight?,23,S03E23,3
11102,JERRY,wanna fight?,23,S03E23,3
11103,GEORGE,I'll fight ya! face! face! (The struggle continues.),23,S03E23,3
11104,KRAMER,"then, evil ogre took back magical keys handsome young prince.",23,S03E23,3
11106,KRAMER,"Yes! handsome young prince cast cruel, cruel world.",23,S03E23,3
11108,KRAMER,"Oh, he's cold.",23,S03E23,3
11110,KRAMER,"Yeah, yeah...that'd funny. (To driver) Hey, drop here!",23,S03E23,3
11112,KRAMER,"Well, know, gotta goin' now.",23,S03E23,3
11114,KRAMER,"think, junior? think hands soakin' Ivory liquid? (mimics choking somebody)",23,S03E23,3
11116,JERRY,"see? avoiding middle man. gonna give spare keys, gonna give 'em me. So, that's happening instead giving her, giving me. unfortunate gave yours, give hers. 'Cause would given 'em me, mine. would never ask hers, could get mine.",23,S03E23,3
11117,GEORGE,"right, miss that? (Begins unlocking door, mutters breath) Maybe crock shit.",23,S03E23,3
11118,JERRY,What's that?,23,S03E23,3
11119,GEORGE,Nothing.,23,S03E23,3
11120,JERRY,heard something.,23,S03E23,3
11121,GEORGE,say anything. (They go Elaine's apartment.),23,S03E23,3
11122,KRAMER,"So, long drivin' thing?",23,S03E23,3
11124,KRAMER,"Well, nothin's sexier woman behind wheel semi.",23,S03E23,3
11126,KRAMER,"know, always wanted drive big rigs. used watch commercials reruns Gomer Pyle.",23,S03E23,3
11128,KRAMER,Really?,23,S03E23,3
11130,KRAMER,Yeah.,23,S03E23,3
11132,GEORGE,"here, saw put 'em here!",23,S03E23,3
11133,JERRY,"Well, great.",23,S03E23,3
11134,GEORGE,"Well, look like?",23,S03E23,3
11135,JERRY,"look like keys, George. look exactly like keys. (In disgust) ""What look like.""",23,S03E23,3
11136,GEORGE,"Well, they're obviously here.",23,S03E23,3
11137,JERRY,"Well, they've gotta somewhere.",23,S03E23,3
11138,GEORGE,"Jerry, unless pull statuette hidden wall opens up, checked every square inch apartment!",23,S03E23,3
11140,GEORGE,What?,23,S03E23,3
11141,JERRY,Elaine Benes?,23,S03E23,3
11142,GEORGE,What?,23,S03E23,3
11143,JERRY,"Elaine's writing ""Murphy Brown""?",23,S03E23,3
11144,GEORGE,Lemme see this. (Tries grab papers.),23,S03E23,3
11145,JERRY,Wait second! (They fight paper.),23,S03E23,3
11146,GEORGE,Gimme half!,23,S03E23,3
11147,JERRY,"right, here!",23,S03E23,3
11148,GEORGE,tell us?,23,S03E23,3
11150,ELAINE,weasels!,23,S03E23,3
11151,JERRY,What? What?,23,S03E23,3
11152,ELAINE,dare you!,23,S03E23,3
11153,GEORGE,hardly read anything!,23,S03E23,3
11154,JERRY,funny!,23,S03E23,3
11155,ELAINE,gave permission come house go things? thought funny?,23,S03E23,3
11156,JERRY,Well... (picks pages) saw...,23,S03E23,3
11158,JERRY,"locked apartment, I'm trying get keys.",23,S03E23,3
11160,GEORGE,forced to!,23,S03E23,3
11161,JERRY,not!,23,S03E23,3
11162,GEORGE,Yes did!,23,S03E23,3
11163,ELAINE,You! Get out! Get out! Get out!,23,S03E23,3
11164,JERRY,"Elaine, wait! need spare keys!",23,S03E23,3
11165,ELAINE,"Here! Here's damn keys, keep 'em! want 'em anymore!",23,S03E23,3
11166,JERRY,Good!,23,S03E23,3
11168,GEORGE,"What, want hold keys?",23,S03E23,3
11169,ELAINE,"No, can't trusted!",23,S03E23,3
11170,GEORGE,"Alright, alright, fine. (Gives keys Elaine.)",23,S03E23,3
11172,ELAINE,Good! won't!,23,S03E23,3
11173,JERRY,Good! Don't! keys?,23,S03E23,3
11174,ELAINE,keys!,23,S03E23,3
11175,GEORGE,Whose these?,23,S03E23,3
11176,ELAINE,know!,23,S03E23,3
11177,ELAINE,thought could write it.,23,S03E23,3
11178,JERRY,something want do?,23,S03E23,3
11179,ELAINE,know. writers make lot money.,23,S03E23,3
