Unnamed: 0,Character,Dialogue,EpisodeNo,SEID,Season
-1, None, None, None, None, None
0,JERRY,"know about? know, here? out, out...and one single enjoyable experiences life. People...did ever hear people talking go out? theyre talking about...this whole thing, now, one home. one person home, out! people tryin find us, dont know are. (on imaginary phone) ring?, cant find him. go? didnt tell going. must gone out. wanna go get ready, pick clothes, right? take shower, get ready, get cash, get friends, car, spot, reservation...Then youre standing around, whatta do? go gotta getting back. youre out, wanna get back! wanna go sleep, wanna get up, wanna go tomorrow, right? ever life, feeling, youve gotta go.",1,S01E01,1
1,JERRY,"(pointing Georges shirt) See, me, button worst possible spot. second button literally makes breaks shirt, look it. high! no-mans-land. look like live mother.",1,S01E01,1
2,GEORGE,through?,1,S01E01,1
3,JERRY,"course try on, buy?",1,S01E01,1
4,GEORGE,"Yes, purple, liked it, dont actually recall considering buttons.",1,S01E01,1
5,JERRY,"Oh, dont recall?",1,S01E01,1
6,GEORGE,"(on imaginary microphone) Uh, no, time.",1,S01E01,1
7,JERRY,"Well, senator, Id like know, knew knew it.",1,S01E01,1
9,GEORGE,"Are, sure decaf? Wheres orange indicator?",1,S01E01,1
11,JERRY,"relax, cup coffee. Claire professional waitress.",1,S01E01,1
13,GEORGE,come youre doin second show tomorrow?,1,S01E01,1
14,JERRY,"Well, theres uh, woman might comin in.",1,S01E01,1
15,GEORGE,"Wait second, wait second, coming in, woman coming in?",1,S01E01,1
16,JERRY,"told Laura, girl met Michigan?",1,S01E01,1
17,GEORGE,"No, didnt!",1,S01E01,1
18,JERRY,"thought told it, yes, teaches political science? met night show Lansing...",1,S01E01,1
19,GEORGE,Ha.,1,S01E01,1
20,JERRY,"(looks creamer) Theres milk here, what...",1,S01E01,1
21,GEORGE,"Wait wait wait, she... (takes milk Jerry puts table) like?",1,S01E01,1
22,JERRY,"Oh, shes really great. mean, shes got like real warmth shes really bright really pretty uh... conversation though, mean, was... talking like talking you, but, know, obviously much better.",1,S01E01,1
23,GEORGE,"(smiling) So, know, what, happened?",1,S01E01,1
24,JERRY,"Oh, nothing happened, know, great.",1,S01E01,1
25,GEORGE,"Oh, nothing happened, was...",1,S01E01,1
26,JERRY,Yeah.,1,S01E01,1
27,GEORGE,great!,1,S01E01,1
28,JERRY,Yeah.,1,S01E01,1
29,GEORGE,"So, know, calls says wants go tomorrow night? God bless! Devil you!",1,S01E01,1
30,JERRY,"Yeah, well...not exactly. mean, said, know, called morning said come seminar maybe well get together.",1,S01E01,1
31,GEORGE,"(whistles disapprovingly) Ho ho ho, to? come in?",1,S01E01,1
32,JERRY,"Yeah, but...",1,S01E01,1
33,GEORGE,come maybe well get together? maybe?,1,S01E01,1
34,JERRY,Yeah!,1,S01E01,1
35,GEORGE,"No...no...no, hate tell this. Youre gonna see woman.",1,S01E01,1
36,JERRY,"What, serious...why, call?",1,S01E01,1
37,GEORGE,"know, maybe, know, maybe wanted polite.",1,S01E01,1
38,JERRY,polite? insane!,1,S01E01,1
39,GEORGE,"right, right, didnt want tell this. wanna know called you?",1,S01E01,1
40,JERRY,Yes!,1,S01E01,1
41,GEORGE,"Youre back-up, youre second-line, just-in-case, B-plan, contingency!",1,S01E01,1
42,JERRY,"Oh, get it, button.",1,S01E01,1
43,GEORGE,"Claire, Claire, youre woman, right?",1,S01E01,1
45,GEORGE,"Uhm...Id like ask you...ask analyze hypothetical phone call, know, female point view.",1,S01E01,1
46,GEORGE,"(to Claire) Now, woman calls me, right?",1,S01E01,1
48,GEORGE,says come New York business...,1,S01E01,1
49,JERRY,Oh beautiful!,1,S01E01,1
50,GEORGE,"...and, maybe shell see gets there, woman intend spend time me?",1,S01E01,1
54,GEORGE,polite. rest case.,1,S01E01,1
55,JERRY,"Good. fun? idea, youre talking about, now, come on, come me. (stands up) gotta go get stuff dryer anyway.",1,S01E01,1
56,GEORGE,Im gonna watch laundry.,1,S01E01,1
57,JERRY,"Oh, come on, come-with guy.",1,S01E01,1
58,GEORGE,"Come on, Im tired.",1,S01E01,1
60,GEORGE,"(panicking) Right, knew felt something!",1,S01E01,1
61,GEORGE,Jerry? tell something. dullest moment Ive ever experienced.,1,S01E01,1
62,JERRY,"Well, look guy. Look, hes got everything, hes got detergents, sprays, fabric softeners. first load.",1,S01E01,1
63,GEORGE,"need break, Jerry, know. gotta get city. feel cramped...",1,S01E01,1
64,JERRY,didnt even hear sounded.,1,S01E01,1
65,GEORGE,What?!,1,S01E01,1
66,JERRY,Laura.,1,S01E01,1
67,GEORGE,cant believe- (falls knees) ALREADY DISCUSSED THIS!,1,S01E01,1
68,JERRY,"Yeah, could sure?",1,S01E01,1
69,GEORGE,"Cause signals, Jerry, signals! (snapping fingers) Dont you- right. even ask you, doin tomorrow night, busy?",1,S01E01,1
70,JERRY,No.,1,S01E01,1
71,GEORGE,calls today doesnt make plan tomorrow? that? Saturday night!,1,S01E01,1
72,JERRY,Yeah.,1,S01E01,1
73,GEORGE,"that? ridiculous! dont even know hotel shes staying at, cant call her. Thats signal, Jerry, thats signal! (snaps fingers) Signal!",1,S01E01,1
74,JERRY,Maybe youre right.,1,S01E01,1
75,GEORGE,Maybe Im right? course Im right.,1,S01E01,1
76,JERRY,"insane. know, dont even know shes staying! She, shes gonna call me, unbelievable.",1,S01E01,1
77,GEORGE,"know, know. Listen, stuff done now, dont see dry?",1,S01E01,1
78,JERRY,"no, dont interrupt cycle. machine working, it, knows doing. let finish.",1,S01E01,1
79,GEORGE,Youre gonna overdry it.,1,S01E01,1
80,JERRY,"You, cant overdry.",1,S01E01,1
81,GEORGE,not?,1,S01E01,1
82,JERRY,"cant overwet. see, something wet, wet. thing death. Like die youre dead, right? Lets say drop dead shoot you. Youre gonna die again, youre already dead. cant overdie, cant overdry.",1,S01E01,1
83,GEORGE,(to laundry patrons) questions?,1,S01E01,1
84,JERRY,could tell staying?,1,S01E01,1
85,GEORGE,Look that. Theyre done!,1,S01E01,1
86,JERRY,"Laundry day exciting day life clothes. is...yknow, think it. washing machine nightclub clothes. know, dark, theres bubbles happening, theyre kinda dancing around there- shirt grabs underwear, Cmon babe, lets go. come by, open lid theyll- (stiffens up, clothes) Socks amazing article clothing. hate lives, theyre shoes stinky feet, boring drawers. dryer chance escape know it. knew escape dryer. plan hamper night before, Tomorrow, dryer, Im goin. wait here! dryer door swings open sock waiting side wall. hopes dont see goes road. get buttons sewn faces, join puppet show. theyre showing television detergent getting bloodstains. violent image anybody? Bloodstains? mean, come on, got T-shirt bloodstains it, maybe laundry isnt biggest problem right now. gotta get harpoon chest first.",1,S01E01,1
87,JERRY,"(answering, quickly) know happened Met game, dont say anything, taped it, hello. Yeah, no, Im sorry, wrong number. Yeah,",1,S01E01,1
88,JERRY,(to door) Yeah?,1,S01E01,1
90,JERRY,"(to Kessler) Yeah. (to phone) Yeah, people move. ever seen big trucks street? Yeah, problem.",1,S01E01,1
92,JERRY,"(upset) Ohhhh, doing? Kessler, tape! taped game, one oclock morning! avoided human contact night watch this.",1,S01E01,1
94,JERRY,"Meat? dont, dont know, go... hunt! (Kessler opens refrigerator sticks head in.) Well happened game anyway?",1,S01E01,1
97,JERRY,(cynical) Yeah almost went game. havent building ten years!,1,S01E01,1
99,JERRY,No.,1,S01E01,1
101,JERRY,"Yeah, yeah...you tomorrow.",1,S01E01,1
103,JERRY,"No, okay now, that, girl comin. Uh, misread whole thing.",1,S01E01,1
105,JERRY,dont think so.,1,S01E01,1
107,JERRY,"close, huh?",1,S01E01,1
109,JERRY,"Hello...Oh, hi, Laura.",1,S01E01,1
111,JERRY,"(to phone) believe me, Im always hour. you?... Great... Sure... time plane get in?... got friend George take me...",1,S01E01,1
113,JERRY,"No, its, neighbour... Um... Yeah, got it. (Jerry takes pencil cereal box write on.) Ten-fifteen... No, dont silly, go ahead ask... Yeah, sure... Okay, great, no, trouble all... Ill see tomorrow... Great, bye. (He hangs phone; Kessler) dont believe it. her. wants stay here!",1,S01E01,1
114,JERRY,"father moving hed cigarette mouth whole way. (as father) 'Have got end?...Your ends got come first, easy now, drop down...drop down, ends got come down.'",1,S01E01,1
115,GEORGE,"know, cant believe youre bringin extra bed woman wants sleep you. dont bring extra guy too?",1,S01E01,1
116,JERRY,"Look, awkward situation. dont wanna presumptuous.",1,S01E01,1
117,GEORGE,"right, right, one time, one time! exact phrasing request?",1,S01E01,1
118,JERRY,"right, said couldnt find decent hotel room...",1,S01E01,1
119,GEORGE,decent hotel-room...,1,S01E01,1
120,JERRY,"Yeah, decent hotel-room, would terribly inconvenient stayed place.",1,S01E01,1
121,GEORGE,"cant serious. New York city. must eleven million decent hotel rooms! Whatta need? flag? (waving handkerchief) signal, Jerry, signal!",1,S01E01,1
122,JERRY,"(cynical) signal? Thank you, Mr. Signal. yesterday?",1,S01E01,1
123,GEORGE,think affected caffeine.,1,S01E01,1
124,GEORGE,"Ho, ho, ho, good dog, good dog...",1,S01E01,1
126,GEORGE,"Well, thats flattering.",1,S01E01,1
128,JERRY,Yeah.,1,S01E01,1
130,JERRY,"person like, score spring break.",1,S01E01,1
131,GEORGE,"Right, go? Cause Im double-parked, Im gonna get ticket.",1,S01E01,1
132,JERRY,"Yeah, okay. Oh, wait second. Oh, forgot clean bathroom.",1,S01E01,1
133,GEORGE,what? Thats good.,1,S01E01,1
134,JERRY,"Now, could good?",1,S01E01,1
135,GEORGE,"filth good. Whaddaya think, rock stars sponges ammonia lyin around bathroom? They, woman comin over, Ive gotta tidy up? Yeah right, matters never instincts tell you. Always, ALWAYS opposite.",1,S01E01,1
136,JERRY,operate?,1,S01E01,1
137,GEORGE,"Yeah, wish.",1,S01E01,1
138,JERRY,Let wipe sink.,1,S01E01,1
141,GEORGE,Yeah.,1,S01E01,1
143,GEORGE,"(feeling awkward) uh, bad, comin along. Why? need something.",1,S01E01,1
144,KRAMER,handle commercial...real estate?,1,S01E01,1
145,GEORGE,"Well, might getting that.",1,S01E01,1
147,GEORGE,"Im aware you. (to Jerry) right, lets go (opens bathroom door) Lets go!",1,S01E01,1
148,JERRY,"dating world fun world...its pressure world, world tension, world pain...and know, woman comes house, gotta get bathroom ready, cause needs things. Women need equipment. dont know need. know dont it, know that- know need, women seem need lot cotton-balls. one Im- always one amazing things me...I cotton-balls, human beings, story? Ive never one...I never bought one, never needed one, Ive never situation, thought could use cotton-ball right now. certainly get mess. Women need dont need one two, need thousands them, need bags, theyre like peat moss bags, ever seen giant bags? Theyre huge two days later, theyre out, theyre gone, the, bag empty, cotton-balls, ladies? doin them? time ever see em bottom little waste basket, theres two three, look like theyve horrible experience... tortured, interrogated, dont know happened them. went girl whos left little zip-lock-baggy cotton-balls house. dont know them, took out, put kitchen floor like little tumbleweeds. thought maybe cockroaches would see it, figure dead town. Lets move on. dating world world pressure. Lets face date job interview lasts night. difference date job interview many job interviews chance youll end naked end it. know? Well, Bill, boss thinks youre man position, dont strip meet people youll workin with?",1,S01E01,1
149,JERRY,Wouldnt great could ask woman shes thinking?,1,S01E01,1
150,GEORGE,"world would be, could ask woman shes thinkin.",1,S01E01,1
151,JERRY,"know, instead, Im like detective. gotta pick clues, whole thing murder investigation.",1,S01E01,1
152,GEORGE,"Listen, listen, dont get worked up, cause youre gonna know whole story minute steps plane.",1,S01E01,1
153,JERRY,Really? How?,1,S01E01,1
154,GEORGE,Cause greeting.,1,S01E01,1
155,JERRY,Uh-huh.,1,S01E01,1
156,GEORGE,"right, puts bags greets you, thats good sign.",1,S01E01,1
157,JERRY,Right.,1,S01E01,1
158,GEORGE,"know, anything the, lip area good.",1,S01E01,1
159,JERRY,Lip area.,1,S01E01,1
160,GEORGE,know hug definitely good.,1,S01E01,1
161,JERRY,Hug definitely good.,1,S01E01,1
162,GEORGE,Sure.,1,S01E01,1
163,JERRY,"Although one hugs shoulders touching, hips eight feet apart?",1,S01E01,1
164,GEORGE,"Thats brutal, hate that.",1,S01E01,1
165,JERRY,know that?,1,S01E01,1
166,GEORGE,"Thats why, know, shake bad.",1,S01E01,1
167,JERRY,"Shake bad, two-hander? hand bottom, hand top, warm look eyes?",1,S01E01,1
168,GEORGE,Hand sandwich.,1,S01E01,1
169,JERRY,Right.,1,S01E01,1
170,GEORGE,"see, well, thats open interpretation. much depends layering quality wetness eyes.",1,S01E01,1
172,JERRY,"Hey, hey.",1,S01E01,1
174,JERRY,good see you.,1,S01E01,1
176,JERRY,friend George.,1,S01E01,1
178,GEORGE,"Hi, you?",1,S01E01,1
179,JERRY,Laura.,1,S01E01,1
180,GEORGE,"Laura, sure.",1,S01E01,1
181,JERRY,(to Laura) cant believe youre here.,1,S01E01,1
184,JERRY,"(aside, George) interesting greeting, notice that, George?",1,S01E01,1
185,GEORGE,"Yes, surprise blindfold greeting. wasnt manual, dont know.",1,S01E01,1
186,JERRY,"uh, think?",1,S01E01,1
188,JERRY,"Yeah, kind motivates work road. uh, make home. (Laura sits couch, takes shoes opens buttons shirt.) uh, get anything? Uuhhh, bread, water...salad-dressing?",1,S01E01,1
190,JERRY,"Uh, yeah, think do.",1,S01E01,1
192,JERRY,"Uh, no, yeah, go right ahead.",1,S01E01,1
194,JERRY,"Uh, yeah, yeah, sure, dont stay? Yeah, uhm...What your, schedule tomorrow? you, doin anything?",1,S01E01,1
196,JERRY,Really? would like do?,1,S01E01,1
198,JERRY,"(unenthusiastic) Yeah, could that...why not, not. (pouring wine) Im just, Im really glad youre here.",1,S01E01,1
199,JERRY,"(answering) Yeah, hello...yes...yes, is, hold on. (to Laura) Um, you.",1,S01E01,1
201,JERRY,(not excited) Youre engaged?,1,S01E01,1
203,JERRY,Youre engaged?,1,S01E01,1
205,JERRY,(matter-of-factly) Youre engaged.,1,S01E01,1
207,JERRY,Yeah.,1,S01E01,1
209,JERRY,too!,1,S01E01,1
210,JERRY,"swear, absolutely idea women thinking. dont get it, okay? I, I, admit, I, Im getting signals. getting it! Women, theyre subtle, little...everything subtle. Men subtle, obvious. Women know men want, men know men want, want? want women, thats it! thing know sure, really is. want women. get them? Oh, dont know bout that, dont know. next step idea. see men honking car-horns, yelling construction sites. best ideas weve far. car-horn honk, beauty? seen men this? this? man car, woman walks front car, honks. E-eeehh, eehhh, eehhh! man ideas. it...? E-e-e-eeeehhhh! dont think likes me. amazing thing is, still get women, dont we? Men, mean, men women. see men women. men getting women, many people wonder. Let tell little bit organization. Wherever women are, man working situation right now. Now, may best man, okay, lot areas cover, someone staff scene. Thats why, think, men get frustrated, see women reading articles, like meet men? here, everywhere. honking horns serve better.",1,S01E01,1
211,JERRY,"So, Im line supermarket. Two women front me. One them, total eight dollars, three dollars. course choose pay use the...",1,S01E01,1
213,JERRY,"Cheque. Now, fact is, woman front thats writing cheque, waiting long. noticed women fast cheques, yknow, cause write many cheques. keys, never find purse, dont know is, cheque book got that. never fumble cheque book. cheque book comes holster (Jerry draws imaginary book holster.) make to? Theres ID. Theres something cheque that, man, masculine. dont know exactly is. think man, cheque like note mother says, dont money, youll contact people, Im sure theyll stick me... trust one time- dont money these. wrote these. value all?",1,S01E01,1
214,JERRY,Whats one?,1,S01E01,1
215,ELAINE,Coccoon II Return. guess didnt like there.,1,S01E01,1
216,JERRY,"Maybe came back Chinese food. Yknow Maureen Stapleton, gets craving, shes probably screamin aliens, gotta lo mein!",1,S01E01,1
217,ELAINE,"Okay, whatre here? seen everything.",1,S01E01,1
218,JERRY,Oh yeah? dont believe youve seen... this.,1,S01E01,1
219,ELAINE,"Oh, lovely.",1,S01E01,1
220,JERRY,Yeah.,1,S01E01,1
221,ELAINE,think parents think?,1,S01E01,1
222,JERRY,"So, uh, whats son now, Dr. Stevens? Oh, hes public fornicator. Yes, hes fine boy...",1,S01E01,1
223,ELAINE,Yknow what? would really funny gift Pamelas birthday.,1,S01E01,1
224,JERRY,Pamela? know her?,1,S01E01,1
225,ELAINE,"Yeah, met going out.",1,S01E01,1
226,JERRY,"Oh yeah, right...",1,S01E01,1
227,ELAINE,"idea Im talking about, you?",1,S01E01,1
228,JERRY,(quickly) No.,1,S01E01,1
229,ELAINE,"Blonde hair, remember? Glasses? (pause) totally blocked entire time couple?",1,S01E01,1
230,JERRY,(a lightbulb goes head) Riverside Drive.,1,S01E01,1
231,ELAINE,"Right! fact... No, never mind...",1,S01E01,1
232,JERRY,"Well, it?",1,S01E01,1
233,ELAINE,"Well, bunch people getting together tomorrow night bar birthday, but... (Jerry turns disgust) dont want go to... that... no.",1,S01E01,1
234,JERRY,"Wait second, wait second. could work little deal here.",1,S01E01,1
235,ELAINE,little deal?,1,S01E01,1
236,JERRY,"go that, go little family wedding Saturday.",1,S01E01,1
237,ELAINE,"wedding? lost it, man?",1,S01E01,1
238,JERRY,"Yknow, parents coming this...",1,S01E01,1
239,ELAINE,Theyre coming in?,1,S01E01,1
240,JERRY,"Yeah, tomorrow.",1,S01E01,1
241,ELAINE,"Hey, father ever get hair weave?",1,S01E01,1
242,JERRY,"No, no. Still doin big sweep across.",1,S01E01,1
243,ELAINE,that?,1,S01E01,1
244,JERRY,"Doesnt think anyone tell. cmon, deal?",1,S01E01,1
245,ELAINE,wedding?,1,S01E01,1
246,JERRY,Theres lot people mock...,1,S01E01,1
247,ELAINE,"right, hell.",1,S01E01,1
248,JERRY,Great!,1,S01E01,1
250,ELAINE,Cmon lets go...,1,S01E01,1
251,JERRY,supposed bring something?,1,S01E01,1
252,ELAINE,could have.,1,S01E01,1
253,JERRY,met one time...,1,S01E01,1
254,ELAINE,necessary.,1,S01E01,1
255,JERRY,say then?,1,S01E01,1
256,ELAINE,Sssshhhhhh!!!,1,S01E01,1
258,ELAINE,"Hi, Pamela, remember Jerry.",1,S01E01,1
260,JERRY,"Hi, happy birthday.",1,S01E01,1
263,JERRY,didnt bring anything.,1,S01E01,1
265,JERRY,"Oh, Okay (turns rest table) Im sorry, didnt know bring, nobody told me.",1,S01E01,1
267,JERRY,Im five...,1,S01E01,1
269,JERRY,(thinking) Uh-oh... here?,1,S01E01,1
271,JERRY,"Oh, cant. Uh, tendency get chilly.",1,S01E01,1
273,JERRY,"Plus Im wearing short sleeves, dont want expose tattoos. (Vanessa smiles; thinking) Shes unbelievable!",1,S01E01,1
276,JERRY,"(thinking) Whats going here? Gotta boyfriend, shes good alone. Whats difference, cant maneouver anyway Elaine next me.",1,S01E01,1
278,JERRY,"Uh, friend friend. you?",1,S01E01,1
280,ELAINE,"(interrupting Jerry's conversation) Oh, Jerry!",1,S01E01,1
281,JERRY,"(turning Elaine; thinking) Oh no, now.",1,S01E01,1
282,ELAINE,dream last night it.,1,S01E01,1
283,JERRY,"Oh really? (tries turning away hopes Elaine gets hint; thinking) Oh God, gotta get this.",1,S01E01,1
284,ELAINE,"you, but, werent you...",1,S01E01,1
285,JERRY,"kidding. (thinking) happening? Please, make stop!",1,S01E01,1
286,ELAINE,"think, think house grew up, standing there, looking window...",1,S01E01,1
287,JERRY,(thinking) brutal.,1,S01E01,1
288,ELAINE,turned around wooden teeth.,1,S01E01,1
289,JERRY,"like that? (tries turn away again; thinking)Can turn now? over? No, cant, cant. Im stuck.",1,S01E01,1
290,ELAINE,(noticing Jerry wanting listen; annoyed) Jerry? listening me?,1,S01E01,1
291,JERRY,"Yes, heard you.",1,S01E01,1
293,JERRY,"(thinking) Thank you, Pamela! (turns talk Vanessa; Vanessa) So, youre lawyer...",1,S01E01,1
295,JERRY,"(thinking) Sagman, Bennet, Robbins, Oppenheim Taft. Sagman, Bennet, Robbins, Oppenheim Taft... (to Vanessa) course, handled tattoo removal lawsuit.",1,S01E01,1
297,JERRY,"Imagine, spelling Mom two Os.",1,S01E01,1
299,JERRY,Comedian.,1,S01E01,1
301,JERRY,"(thinking; quickly) Sagman, Bennet, Robbins, Oppenheim Taft. Sagman, Bennet, Robbins, Oppenheim Taft.",1,S01E01,1
304,JERRY,"(thinking) cant believe it. got nothing! dont even know name! Sagman, Bennet, Robbins, Oppenheim Taft. Sagman, Bennet, Robbins, Oppen... Sagman... Sag...",1,S01E01,1
305,JERRY,"wasnt bad, really.",1,S01E01,1
306,ELAINE,"Yknow, um, could use little work manners.",1,S01E01,1
307,JERRY,Why? do?,1,S01E01,1
308,ELAINE,"Wel-Well, dont appreciate little courtesy responses, like Im selling aluminum siding.",1,S01E01,1
309,JERRY,listening!,1,S01E01,1
310,ELAINE,No! couldnt wait get back little... conversation.,1,S01E01,1
311,JERRY,"No, talking the, um, dream had.",1,S01E01,1
312,ELAINE,Uh-huh...,1,S01E01,1
313,JERRY,"had, uh, wooden teeth.",1,S01E01,1
314,ELAINE,"No! No! wooden teeth! wooden teeth! didnt wooden teeth, did!",1,S01E01,1
315,JERRY,"right, wooden teeth, what?",1,S01E01,1
316,ELAINE,nothing! Nothing. (annoyed sigh),1,S01E01,1
317,JERRY,"Apparently Plato, came concept platonic relationship, pretty excited it. named himself. said, Yeah, got new thing Platonic. idea, name, callin myself. is, go girls, talk them- dont anything, go right home. Whatd think? think going big! bet guys history tried get relationships named them, didnt work. Yknow, bet guys tried it, went, Uh, Hi, uh names Rico. Would like go bed immediately? Hey, Riconic relationship.",1,S01E01,1
318,JERRY,Hey!,1,S01E01,1
319,MORTY,"Ah, is!",1,S01E01,1
320,JERRY,"like, see? come home parents bed!",1,S01E01,1
322,JERRY,"talkin about? fine, love here.",1,S01E01,1
324,JERRY,"Ma, stop?",1,S01E01,1
326,JERRY,dont care. Im sleeping next door.,1,S01E01,1
328,JERRY,"No, hes making bouillabaisse.",1,S01E01,1
329,JERRY,"So, dad, lemme ask question. many people work big law offices?",1,S01E01,1
330,MORTY,Depends firm.,1,S01E01,1
331,JERRY,"Yeah, called described someone, think would know was?",1,S01E01,1
332,MORTY,Whats matter? need lawyer?,1,S01E01,1
333,JERRY,"No, met someone party, know works, dont know name.",1,S01E01,1
334,MORTY,dont ask someone party?,1,S01E01,1
335,JERRY,"Nah, one could ask Elaine, cant ask her.",1,S01E01,1
337,JERRY,complicated. Theres tension there.,1,S01E01,1
340,MORTY,Maryland. one brought chocolate covered cherries didnt like.,1,S01E01,1
342,JERRY,"Oh yeah, shes great.",1,S01E01,1
344,JERRY,"Well, tough thing talk uh. dunno...",1,S01E01,1
346,JERRY,dont know was.,1,S01E01,1
348,JERRY,"Well, fight lot reason.",1,S01E01,1
350,JERRY,little problem physical chemistry.,1,S01E01,1
352,JERRY,"Oh, is, absolutely is.",1,S01E01,1
354,JERRY,"No, that. wasnt one-sided.",1,S01E01,1
356,JERRY,"know, know...",1,S01E01,1
357,MORTY,"Yknow Jerry, good thing wasnt particular.",1,S01E01,1
359,JERRY,Thats got nothin it.,1,S01E01,1
360,MORTY,Loni Anderson?,1,S01E01,1
362,MORTY,"Why, whats wrong Loni Anderson?",1,S01E01,1
364,JERRY,"two talking about? Look, Elaine wasnt one.",1,S01E01,1
366,JERRY,"dunno, maybe...",1,S01E01,1
367,MORTY,ask Elaine number.,1,S01E01,1
368,JERRY,"cant. Shell get upset. never talk women her, especially one tonight.",1,S01E01,1
370,JERRY,friends.,1,S01E01,1
371,MORTY,Doesnt sound like youre friends me. friends you'd-youd ask number. know one works?,1,S01E01,1
372,JERRY,Oh yeah.,1,S01E01,1
373,MORTY,"Well, go office.",1,S01E01,1
375,MORTY,"Go building. goes lunch, doesnt she?",1,S01E01,1
376,JERRY,guess.,1,S01E01,1
377,MORTY,"So, stand lobby, elevator, wait come lunch.",1,S01E01,1
378,JERRY,mean stakeout lobby?,1,S01E01,1
380,MORTY,doesnt want ask Elaine number.,1,S01E01,1
382,MORTY,pretends bumped her!,1,S01E01,1
383,JERRY,Yknow what? bad idea.,1,S01E01,1
384,GEORGE,look like?,1,S01E01,1
385,JERRY,dunno. Hard say.,1,S01E01,1
386,GEORGE,actress remind of?,1,S01E01,1
387,JERRY,Loni Anderson.,1,S01E01,1
388,GEORGE,Loni Anderson?!,1,S01E01,1
389,JERRY,"What, theres something wrong Loni Anderson? (pause) Hey listen, thanks running here. appreciate it.",1,S01E01,1
390,GEORGE,"Yeah, sure. showing condo 48th street. Besides, think wanna miss this? (chuckles)",1,S01E01,1
391,JERRY,Im little nervous.,1,S01E01,1
392,GEORGE,"Yeah, too...",1,S01E01,1
393,JERRY,"see her, say Im building?",1,S01E01,1
394,GEORGE,came see me. work building.,1,S01E01,1
395,JERRY,do?,1,S01E01,1
396,GEORGE,Im architect.,1,S01E01,1
397,JERRY,Youre architect?,1,S01E01,1
398,GEORGE,Im not?,1,S01E01,1
399,JERRY,dont see architecture comin you.,1,S01E01,1
400,GEORGE,(somewhat annoyed) suppose could architect.,1,S01E01,1
401,JERRY,never said architect. somethin else.,1,S01E01,1
402,GEORGE,"right, shes even gonna ask, see her, remote.",1,S01E01,1
403,JERRY,"Well whaddaya want say, wandered here?",1,S01E01,1
404,GEORGE,lunch friend. works building.,1,S01E01,1
405,JERRY,name?,1,S01E01,1
406,GEORGE,Bert... Har... bin... son. Bert Har-bin-son.,1,S01E01,1
407,JERRY,Bert Harbinson? sounds made up.,1,S01E01,1
408,GEORGE,"good? right, uh Art... Cor.....",1,S01E01,1
409,JERRY,Art Cor...,1,S01E01,1
410,GEORGE,...velay.,1,S01E01,1
411,JERRY,Corvelay?,1,S01E01,1
412,GEORGE,"Yeah, right.",1,S01E01,1
413,JERRY,"Well, do?",1,S01E01,1
414,GEORGE,Hes importer.,1,S01E01,1
415,JERRY,"imports, exports?",1,S01E01,1
416,GEORGE,"(annoyed) Hes importer/exporter, okay? (beat) Elaine ever call back?",1,S01E01,1
417,JERRY,"No, guess shes still mad.",1,S01E01,1
418,GEORGE,"dont understand, never talk women?",1,S01E01,1
419,JERRY,Never. (The elevator door opens.) Wait second. Thats her. right.,1,S01E01,1
420,GEORGE,(anxious) forgot am! I?!,1,S01E01,1
421,JERRY,Youre you. lunch Art Corvelay.,1,S01E01,1
422,GEORGE,Vandelay!,1,S01E01,1
423,JERRY,Corvelay!,1,S01E01,1
424,GEORGE,Let architect! it!,1,S01E01,1
425,JERRY,"Hey, hey. uh Pamelas birthday party, didnt see there? Jerry.",1,S01E01,1
427,JERRY,"Uh, George. (reaches name) Im sorry...",1,S01E01,1
429,GEORGE,Nice meet you.,1,S01E01,1
430,JERRY,"Ah, Sagman, Bennet, Robbins, Oppenheim Taft.",1,S01E01,1
432,JERRY,"Oh, meeting friend lunch. works building.",1,S01E01,1
433,GEORGE,"Yeah, Art Vandelay.",1,S01E01,1
437,GEORGE,...And exporter.,1,S01E01,1
438,JERRY,Hes importer/exporter.,1,S01E01,1
439,GEORGE,"(clears throat) Im, uh, Im architect.",1,S01E01,1
441,GEORGE,"Uh, railroads, uh...",1,S01E01,1
443,GEORGE,can...,1,S01E01,1
444,JERRY,Yknow Im sorry leave early night.,1,S01E01,1
446,JERRY,"Oh, guy cousin! (walking front George gets picture leave)",1,S01E01,1
448,JERRY,Friend!,1,S01E01,1
449,GEORGE,"Ill just, uh, get paper...",1,S01E01,1
450,JERRY,"So, um, date uh immature men?",1,S01E01,1
453,JERRY,"(annoyed) Ma, go already?",1,S01E01,1
455,JERRY,doing?!,1,S01E01,1
457,JERRY,"cant look there, playing!",1,S01E01,1
458,KRAMER,Hi.,1,S01E01,1
459,JERRY,Hi.,1,S01E01,1
460,MORTY,"(cleaning shoes) Good evening, Mr. Kramer!",1,S01E01,1
461,KRAMER,Hey Morty! (to Jerry) Salad dressing?,1,S01E01,1
462,JERRY,Look.,1,S01E01,1
464,JERRY,Maybe!,1,S01E01,1
466,JERRY,"Ma, cant look words dictionary! (to Morty) Dad, shes cheating!",1,S01E01,1
467,KRAMER,Quo? Thats word.,1,S01E01,1
469,JERRY,"Well put something down, youre taking twenty minutes this. Uncle Mac Artie, theyre coming wedding?",1,S01E01,1
471,JERRY,said what?,1,S01E01,1
473,JERRY,"knows! Oh, jackass.",1,S01E01,1
